"MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude"
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",34,2998,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,249,756,"GasA","Excellent","Y","SBrkr",756,756,0,1512,1,0,2,1,2,1,"Good",4,"Typ",0,"No_Fireplace","Detchd","Unf",2,440,"Typical","Typical","Paved",0,32,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",180000,-93.64566,42.046144
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",35,3768,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Good","Average",1999,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,142,691,"GasA","Excellent","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,"Good",6,"Typ",0,"No_Fireplace","Detchd","Unf",2,506,"Typical","Typical","Paved",0,34,0,0,0,0,"No_Pool","No_Fence","None",0,9,2009,"WD ","Normal",156000,-93.645482,42.046418
"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",24,2645,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Very_Good","Average",1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,321,970,"GasA","Excellent","Y","SBrkr",983,756,0,1739,1,0,2,1,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","Fin",2,480,"Typical","Typical","Paved",115,0,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Abnorml",172500,-93.641799,42.047171
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,14694,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","OneFam","One_Story","Very_Good","Excellent",1977,2008,"Gable","CompShg","MetalSd","MetalSd","BrkFace",450,"Excellent","Excellent","CBlock","Good","Good","Gd","GLQ",3,"ALQ",136,306,1694,"GasA","Excellent","Y","SBrkr",1694,0,0,1694,1,0,2,0,2,1,"Excellent",5,"Typ",1,"Good","Attchd","Fin",2,642,"Typical","Typical","Paved",501,120,0,225,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",318750,-93.645923,42.043782
"One_Story_PUD_1946_and_Newer","Residential_Low_Density",61,3782,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",1981,1981,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Good","Typical","CBlock","Good","Typical","Gd","GLQ",3,"Unf",0,266,1226,"GasA","Typical","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Good",4,"Typ",2,"Typical","Attchd","Fin",2,484,"Typical","Typical","Paved",133,78,0,0,0,0,"No_Pool","No_Fence","None",0,9,2009,"WD ","Normal",211500,-93.649358,42.042652
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",110,15417,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","OneFam","One_Story","Good","Average",1981,1981,"Gable","CompShg","BrkFace","BrkFace","None",0,"Good","Typical","CBlock","Good","Typical","Mn","LwQ",4,"Unf",0,1619,1740,"GasA","Typical","Y","SBrkr",1740,0,0,1740,0,0,1,1,2,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","RFn",2,540,"Typical","Typical","Paved",228,20,218,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",241600,-93.648057,42.043553
"Split_or_Multilevel","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Low","AllPub","FR2","Mod","Veenker","Feedr","Norm","OneFam","SLvl","Very_Good","Average",1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",200,"Good","Good","CBlock","Typical","Typical","No","Unf",7,"Unf",0,392,392,"GasA","Excellent","Y","SBrkr",1487,1012,0,2499,0,0,2,1,4,1,"Typical",5,"Typ",1,"Good","Attchd","Unf",2,527,"Typical","Typical","Paved",0,64,0,0,0,0,"No_Pool","No_Fence","None",0,1,2009,"WD ","Abnorml",180500,-93.645546,42.043019
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9991,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","OneFam","One_Story","Below_Average","Below_Average",1976,1993,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,165,1281,"GasA","Excellent","Y","SBrkr",1620,0,0,1620,1,0,2,0,3,1,"Typical",8,"Min1",1,"Typical","Attchd","Unf",2,490,"Typical","Typical","Paved",120,78,0,0,0,0,"No_Pool","Good_Wood","None",0,6,2009,"WD ","Normal",150000,-93.65921,42.034509
"Two_Story_1946_and_Newer","Residential_Low_Density",78,11700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","RRAn","Norm","OneFam","Two_Story","Above_Average","Above_Average",1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,429,727,"GasA","Excellent","Y","SBrkr",829,727,0,1556,0,0,1,1,4,1,"Typical",8,"Typ",0,"No_Fireplace","Attchd","Unf",2,441,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",154000,-93.635342,42.047708
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,11717,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","PosA","Norm","OneFam","One_Story","Above_Average","Above_Average",1970,1970,"Hip","CompShg","HdBoard","HdBoard","BrkFace",571,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1442,1442,"GasA","Typical","Y","SBrkr",1442,0,0,1442,0,0,2,0,2,1,"Typical",6,"Typ",1,"Typical","Attchd","RFn",2,615,"Typical","Typical","Paved",371,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2009,"WD ","Normal",185000,-93.634634,42.048009
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9156,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","PosN","Norm","OneFam","One_Story","Above_Average","Good",1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1489,1489,"GasA","Good","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Good",7,"Typ",1,"Good","Attchd","RFn",2,462,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",185750,-93.634803,42.04896
"Two_Story_1946_and_Newer","Residential_Low_Density",0,10382,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","PosN","Norm","OneFam","Two_Story","Good","Above_Average",1973,1973,"Gable","CompShg","HdBoard","HdBoard","Stone",240,"Typical","Typical","CBlock","Good","Typical","Mn","ALQ",1,"BLQ",32,216,1107,"GasA","Excellent","Y","SBrkr",1107,983,0,2090,1,0,2,1,3,1,"Typical",7,"Typ",2,"Typical","Attchd","RFn",2,484,"Typical","Typical","Paved",235,204,228,0,0,0,"No_Pool","No_Fence","Shed",350,11,2009,"WD ","Normal",200000,-93.631971,42.048761
"Two_Story_1946_and_Newer","Residential_Low_Density",0,12732,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northwest_Ames","PosN","Norm","OneFam","Two_Story","Good","Above_Average",1974,1974,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Mn","GLQ",3,"LwQ",42,150,752,"GasA","Typical","Y","SBrkr",1285,782,0,2067,0,0,2,1,3,1,"Good",7,"Typ",2,"Typical","Attchd","RFn",2,784,"Typical","Typical","Paved",297,40,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",206000,-93.631881,42.04876
"Two_Story_1946_and_Newer","Residential_Low_Density",0,12936,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Above_Average","Above_Average",1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"Typical","Typical","CBlock","Typical","Good","No","BLQ",2,"Unf",0,130,723,"GasA","Typical","Y","SBrkr",735,660,0,1395,0,1,1,1,3,1,"Typical",6,"Typ",1,"Typical","Attchd","Unf",2,497,"Typical","Typical","Paved",294,116,0,0,0,0,"No_Pool","No_Fence","None",0,12,2009,"WD ","Normal",162000,-93.631519,42.047652
"Two_Story_1946_and_Newer","Residential_Low_Density",80,10400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","PosA","Norm","OneFam","Two_Story","Above_Average","Good",1967,1997,"Gable","CompShg","MetalSd","MetalSd","BrkFace",256,"Typical","Typical","PConc","Typical","Typical","No","Unf",7,"Unf",0,932,932,"GasA","Good","Y","SBrkr",1271,1369,0,2640,0,0,2,1,5,1,"Good",8,"Typ",1,"Typical","Attchd","RFn",2,515,"Typical","Typical","Paved",0,120,0,0,168,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",256900,-93.633163,42.046476
"Split_or_Multilevel","Residential_Low_Density",0,17871,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northwest_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Average",1967,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"Typical","Typical","CBlock","Good","Typical","Av","ALQ",1,"Unf",0,1152,1680,"GasA","Fair","Y","SBrkr",1724,0,0,1724,1,0,1,1,3,1,"Typical",7,"Typ",1,"Good","Attchd","RFn",2,480,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",197900,-93.631851,42.046476
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","OneFam","One_Story","Average","Average",1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace",128,"Typical","Typical","CBlock","Good","Typical","Mn","ALQ",1,"Rec",147,588,1288,"GasA","Typical","Y","SBrkr",1336,0,0,1336,0,1,2,0,3,1,"Typical",6,"Typ",1,"Fair","Attchd","RFn",2,502,"Typical","Typical","Paved",312,11,0,0,0,0,"No_Pool","No_Fence","Shed",650,8,2009,"WD ","Normal",163000,-93.632537,42.045806
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,9000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","OneFam","One_Story","Above_Average","Average",1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"Typical","Typical","CBlock","Typical","Typical","Av","BLQ",2,"Unf",0,261,1216,"GasA","Typical","Y","SBrkr",1216,0,0,1216,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd","Unf",1,336,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2009,"WD ","Abnorml",113000,-93.632823,42.045799
"Two_Story_1946_and_Newer","Residential_Low_Density",0,13774,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Good",1977,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",283,"Typical","Good","PConc","Good","Typical","No","GLQ",3,"Unf",0,476,908,"GasA","Excellent","Y","SBrkr",1316,972,0,2288,0,0,1,2,4,1,"Good",8,"Typ",2,"Typical","Attchd","RFn",2,520,"Typical","Typical","Paved",321,72,0,0,156,0,"No_Pool","No_Fence","None",0,11,2009,"WD ","Normal",230000,-93.637964,42.043236
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9650,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Average",1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",360,"Typical","Typical","CBlock","Good","Typical","No","ALQ",1,"Unf",0,664,1350,"GasA","Typical","Y","SBrkr",1334,0,0,1334,0,1,2,0,2,1,"Typical",6,"Typ",1,"Typical","Attchd","RFn",2,630,"Typical","Typical","Paved",0,16,0,0,0,0,"No_Pool","No_Fence","None",0,4,2009,"WD ","Normal",167900,-93.637905,42.043842
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,10140,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","RRAn","Norm","OneFam","One_Story","Good","Average",1998,1999,"Hip","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Excellent","Typical","No","LwQ",4,"GLQ",1127,379,1650,"GasA","Excellent","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Good",7,"Maj1",1,"Typical","Attchd","Fin",2,583,"Typical","Typical","Paved",78,73,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",213250,-93.632647,42.043673
"Two_Story_1946_and_Newer","Residential_Low_Density",70,8400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Very_Good","Above_Average",2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,167,810,"GasA","Excellent","Y","SBrkr",810,855,0,1665,1,0,2,1,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd","Fin",2,528,"Typical","Typical","Paved",0,45,0,0,0,0,"No_Pool","No_Fence","None",0,11,2009,"WD ","Normal",227000,-93.631899,42.044693
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",62,7130,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1967,1967,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","PConc","Typical","Typical","No","BLQ",2,"Unf",0,216,864,"GasA","Typical","Y","SBrkr",864,0,0,864,0,1,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd","Fin",1,312,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,6,2009,"WD ","Normal",130000,-93.628903,42.048796
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1967,1967,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1568,1568,"GasA","Typical","Y","SBrkr",1568,0,0,1568,0,0,1,1,3,1,"Typical",7,"Typ",0,"No_Fireplace","Attchd","Unf",2,440,"Typical","Typical","Paved",160,40,0,0,0,0,"No_Pool","No_Fence","None",0,3,2009,"COD","Normal",143000,-93.627047,42.0467129
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,9100,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Rec",466,121,925,"GasA","Excellent","Y","SBrkr",925,0,0,925,0,1,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,429,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Wood","None",0,7,2009,"WD ","Normal",117500,-93.624612,42.046635
"Two_Story_1946_and_Newer","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Average",1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",252,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,467,1165,"GasA","Good","Y","SBrkr",1165,896,0,2061,0,1,2,1,4,1,"Typical",8,"Typ",1,"Typical","Attchd","RFn",2,498,"Typical","Typical","Paved",0,77,0,0,196,0,"No_Pool","No_Fence","None",0,5,2009,"COD","Abnorml",168500,-93.630714,42.044821
"Split_Foyer","Residential_Low_Density",0,16500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","SFoyer","Above_Average","Average",1971,1971,"Hip","CompShg","HdBoard","HdBoard","BrkFace",509,"Typical","Typical","CBlock","Good","Typical","Av","GLQ",3,"Unf",0,270,1232,"GasA","Fair","Y","SBrkr",1320,0,0,1320,0,1,2,0,3,1,"Typical",5,"Typ",1,"Good","Attchd","RFn",2,495,"Typical","Typical","Paved",0,20,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",172500,-93.627416,42.043935
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9790,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Feedr","Norm","OneFam","One_Story","Above_Average","Average",1967,1967,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"LwQ",630,491,1372,"GasA","Typical","Y","SBrkr",1342,0,0,1342,0,0,2,0,3,1,"Typical",7,"Typ",1,"Good","Attchd","Unf",2,457,"Typical","Typical","Paved",0,0,0,0,197,0,"No_Pool","No_Fence","None",0,9,2009,"WD ","Normal",161500,-93.625775,42.043145
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7436,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Good",1960,1960,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,160,894,"GasA","Good","Y","SBrkr",894,0,0,894,1,0,1,0,2,1,"Typical",5,"Typ",1,"Poor","Detchd","Unf",2,396,"Typical","Typical","Paved",0,0,0,360,0,0,"No_Pool","Good_Wood","None",0,8,2009,"WD ","Normal",141500,-93.622991,42.043135
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,8125,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1959,1959,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,461,864,"GasA","Excellent","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,308,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2009,"WD ","Normal",118000,-93.622465,42.042241
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,9100,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1959,1959,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,252,864,"GasA","Excellent","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,300,"Excellent","Excellent","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","Shed",450,10,2009,"WD ","Normal",127500,-93.623485,42.044843
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9450,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Average",1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",160,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,265,1040,"GasA","Typical","Y","SBrkr",1362,0,0,1362,1,0,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd","RFn",3,768,"Typical","Typical","Paved",0,0,84,0,0,0,"No_Pool","Minimum_Privacy","None",0,5,2009,"WD ","Normal",140000,-93.622635,42.044774
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,13495,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",70,"Typical","Good","CBlock","Typical","Typical","No","BLQ",2,"LwQ",201,222,1048,"GasA","Fair","Y","SBrkr",1728,0,0,1728,1,0,2,0,3,1,"Typical",7,"Min1",1,"Good","Detchd","Unf",2,576,"Typical","Typical","Paved",0,99,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",177625,-93.622476,42.044926
"Duplex_All_Styles_and_Ages","Residential_Low_Density",85,11475,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average","Average",1958,1958,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1584,1584,"GasA","Typical","Y","SBrkr",1776,0,0,1776,1,0,2,0,4,2,"Typical",9,"Typ",0,"No_Fireplace","Detchd","Unf",3,888,"Typical","Typical","Paved",0,25,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"COD","Abnorml",110000,-93.623411,42.04488
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",100,10004,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",180,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"BLQ",345,975,1516,"GasA","Typical","Y","SBrkr",1516,0,0,1516,0,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","RFn",2,472,"Typical","Typical","Paved",0,0,0,0,152,0,"No_Pool","No_Fence","None",0,2,2009,"WD ","Normal",167000,-93.629415,42.040645
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",85,9350,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1961,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",217,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"BLQ",512,491,1313,"GasA","Typical","Y","SBrkr",1313,0,0,1313,1,0,1,1,3,1,"Good",6,"Typ",1,"Typical","Attchd","RFn",2,610,"Typical","Typical","Paved",172,28,0,0,121,0,"No_Pool","Minimum_Privacy","None",0,2,2009,"WD ","Normal",153000,-93.628658,42.038492
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",115,10500,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1964,1964,"Gable","CompShg","HdBoard","HdBoard","Stone",144,"Typical","Good","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,294,1292,"GasA","Typical","Y","SBrkr",1292,0,0,1292,1,0,1,1,3,1,"Typical",6,"Typ",2,"Good","Detchd","Unf",2,520,"Typical","Typical","Paved",0,32,0,0,92,0,"No_Pool","No_Fence","None",0,7,2009,"COD","Abnorml",145100,-93.6273127,42.0407264
"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,11000,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1966,1966,"Gable","CompShg","Plywood","Plywood","BrkFace",200,"Typical","Typical","CBlock","Typical","Typical","Mn","BLQ",2,"Rec",230,184,1154,"GasA","Excellent","Y","SBrkr",1154,0,0,1154,0,0,1,1,3,1,"Typical",6,"Typ",1,"Poor","Attchd","RFn",2,480,"Typical","Typical","Paved",0,58,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,11,2009,"WD ","Normal",154000,-93.627836,42.040011
"Two_Story_1946_and_Newer","Residential_Low_Density",0,8970,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","Two_Story","Average","Above_Average",1965,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,356,744,"GasA","Typical","Y","SBrkr",825,1315,0,2140,0,0,2,1,4,1,"Typical",7,"Typ",1,"Typical","Attchd","Fin",2,549,"Typical","Typical","Paved",0,40,264,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2009,"WD ","Normal",177500,-93.627985,42.039902
"Split_or_Multilevel","Residential_Low_Density",0,12095,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Above_Average",1964,1964,"Gable","CompShg","MetalSd","HdBoard","BrkFace",115,"Typical","Good","CBlock","Typical","Typical","Gd","Rec",6,"Unf",0,563,1127,"GasA","Typical","Y","SBrkr",1445,0,0,1445,0,0,1,1,3,1,"Typical",7,"Typ",1,"Fair","Attchd","RFn",2,645,"Typical","Typical","Paved",180,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2009,"WD ","Normal",158000,-93.626979,42.040888
